Code,Customer,Postcode,Product,Transport / 1000,Annual Volume,lat,lon
T0084,Thermapak,AB32 7BX,BoxF500base,52.56696429,107520,57.18846,-2.35561
T0084,Thermapak,AB32 7BX,BoxF500lid,52.56696429,107520,57.18846,-2.35561
T0084,Thermapak,AB32 7BX,BoxF501base,65.41666667,107520,57.18846,-2.35561
T0084,Thermapak,AB32 7BX,BoxF501lid,65.41666667,107520,57.18846,-2.35561
T0084,Thermapak,AB32 7BX,BoxF502base,84.10714286,107520,57.18846,-2.35561
T0084,Thermapak,AB32 7BX,BoxF502lid,84.10714286,107520,57.18846,-2.35561
T0089,Thompson Wholesale,DL14 0AQ,BOX001/102/LPB/1250G/1000P,40.8,5000,54.6794807,-1.7608038
T0089,Thompson Wholesale,DL14 0AQ,BOX001/102/YPB/1250G/1000P,40.8,14000,54.6794807,-1.7608038
T0089,Thompson Wholesale,DL14 0AQ,BOX001/102/YPL/1000G/1000P,40.8,17000,54.6794807,-1.7608038
T0089,Thompson Wholesale,DL14 0AQ,BOX001/102/YPL/T0089/01/1000G,40.8,46500,54.6794807,-1.7608038
T0089,Thompson Wholesale,DL14 0AQ,BOX027/102/YPO/1000G/960P,42.5,1000,54.6794807,-1.7608038
T0105,Topping Meat,BT40 2SH,DLS Base - Plain,96.65,20000,54.841457,-5.855878
T0150,Traditional Norfolk Poultry,NR16 2JZ,Box011 101 base 700gsm,24.16666667,78000,52.47713,0.9509
T0150,Traditional Norfolk Poultry,NR16 2JZ,Box011 101 lid 700gsm,24.16666667,78000,52.47713,0.9509
T0150,Traditional Norfolk Poultry,NR16 2JZ,Box 001 101 NP base 900gsm,48.33333333,62400,52.47713,0.9509
T0150,Traditional Norfolk Poultry,NR16 2JZ,Box 001 101 NP lid 900gsm,48.33333333,62400,52.47713,0.9509
T0150,Traditional Norfolk Poultry,NR16 2JZ,Turkey base,15.375,180000,52.47713,0.9509
T0150,Traditional Norfolk Poultry,NR16 2JZ,Turkey lid,15.375,180000,52.47713,0.9509
T0150,Traditional Norfolk Poultry,NR16 2JZ,Printed Lid - Poly Euro - 10k,43.55555556,10000,52.47713,0.9509
T0150,Traditional Norfolk Poultry,NR16 2JZ,Printed Lid - Poly Euro - 5k - ONLY IF WE SECURE ALL BUSINESS,43.55555556,5000,52.47713,0.9509
T0076,Traditional Welsh Sausage,LL57 4YH,BoxF502 Base,61.07142857,66200,53.2182528,-4.108027657
T0076,Traditional Welsh Sausage,LL57 4YH,BoxF502 Lid,61.07142857,54000,53.2182528,-4.108027657
T0130,True World Foods,UB2 5FB,BOXF501/101/DPB/950G/1800P,37.77777778,29400,51.50259,-0.39802
T0130,True World Foods,UB2 5FB,BOXF501/101/DPL/750G/1800P,37.77777778,110400,51.50259,-0.39802
T0130,True World Foods,UB2 5FB,BOXF502/101/DPB/950G/1400P,48.57142857,111300,51.50259,-0.39802
T0130,True World Foods,UB2 5FB,BOXF502/101/DPL/750G/1400P,48.57142857,0,51.50259,-0.39802
W0004,WD Meat,BT52 2JR,Vacpak base,110.367893,0,55.1297742,-6.65031005
W0004,WD Meat,BT52 2JR,Box073 printed coffin,77.84615385,5000,55.1297742,-6.65031005
W0004,WD Meat,BT52 2JR,Box073 base,77.84615385,5000,55.1297742,-6.65031005
W0004,WD Meat,BT52 2JR,Box001 Dun Print,77.84615385,15000,55.1297742,-6.65031005
W0004,WD Meat,BT52 2JR,Box001 Poly Lid,52.12912088,15000,55.1297742,-6.65031005
W0004,WD Meat,BT52 2JR,Box001 LP Base,52.12912088,30000,55.1297742,-6.65031005
W0004,WD Meat,BT52 2JR,Box016 LP Base,54.05982906,15000,55.1297742,-6.65031005
W0004,WD Meat,BT52 2JR,Box016 lid,54.05982906,15000,55.1297742,-6.65031005
W0004,WD Meat,BT52 2JR,Box001VP print,86.4957265,40000,55.1297742,-6.65031005
W0004,WD Meat,BT52 2JR,Box001 VP2 print,86.4957265,25000,55.1297742,-6.65031005
W0030,Wealds,TN22 4LA,Box001 poly base,27.30769231,0,50.98999238,0.132793108
W0030,Wealds,TN22 4LA,Box001 poly lid,27.30769231,0,50.98999238,0.132793108
W0030,Wealds,TN22 4LA,Box016 LP Base,41.07744108,0,50.98999238,0.132793108
W0030,Wealds,TN22 4LA,Box016 Lid,30.5,0,50.98999238,0.132793108
W0044,Western Brands,F35 CD58,10kg Base - Plain,35.71,486100,,
W0044,Western Brands,F35 CD58,10kg Lid - Plain,35.71,486100,,
W0044,Western Brands,F35 CD58,Met Tray,93.75,856600,,
W0044,Western Brands - reprice based on 65% labour gives 5% contribution,F35 CD58,10kg Base - Plain,35.71,486100,,
W0044,Western Brands - reprice based on 65% labour gives 5% contribution,F35 CD58,10kg Lid - Plain,35.71,486100,,
W0044,Western Brands - reprice based on 65% labour gives 5% contribution,F35 CD58,Met Tray,93.75,856600,,
W0096,Wholefoods,G5 8NT,Box011 base,38.5,,55.85233,-4.26707
W0096,Wholefoods,G5 8NT,Box011 lid,38.5,,55.85233,-4.26707
W0096,Wholefoods,G5 8NT,Box027 base,53.47222222,,55.85233,-4.26707
W0096,Wholefoods,G5 8NT,Box027 lid,53.47222222,,55.85233,-4.26707
W0083,Woolley Bros,S20 3RW,New Printed lid - 26 pallet price,14.53846154,90000,53.33278,-1.33067
W0083,Woolley Bros,S20 3RW,New Printed lid - 13 pallet price,28.5,90000,53.33278,-1.33067
Y0001,Yaqoob,B12 0UL,Box021 base,39.66666667,0,52.4686165,-1.888382333
Y0001,Yaqoob,B12 0UL,Box021 lid,39.66666667,0,52.4686165,-1.888382333
Y0010,Yorkshire Halal,WF5 9AQ,BOX001/101/LPB/1000G/1240P,22.44623656,16100,53.6846683,-1.56251015
Y0010,Yorkshire Halal,WF5 9AQ,BOX001/101/YPL/1000G/1250P,22.26666667,17500,53.6846683,-1.56251015
Y0010,Yorkshire Halal,WF5 9AQ,BOX001/101/YPL/Y0010/01/1000G,22.26666667,16000,53.6846683,-1.56251015
Y0010,Yorkshire Halal,WF5 9AQ,BOX016/101/LPB/900G/1485P,18.74298541,10000,53.6846683,-1.56251015
Y0010,Yorkshire Halal,WF5 9AQ,BOX016/101/YPL/900G/1485P,18.74298541,8900,53.6846683,-1.56251015
Y0010,Yorkshire Halal,WF5 9AQ,BOX016/101/YPL/Y0010/01/900G,18.74298541,7400,53.6846683,-1.56251015
Y0006,Yorkshire Premier Meat,WF9 3NR,BOX001/102/LPB/1000G/1120P,24.19354839,5600,53.5917693,-1.3072349
Y0006,Yorkshire Premier Meat,WF9 3NR,BOX001/102/YPL/1000G/1120P,24.19354839,2000,53.5917693,-1.3072349
Y0006,Yorkshire Premier Meat,WF9 3NR,BOX002/101/YPO/900G/1232P,24.35064935,11200,53.5917693,-1.3072349
Y0006,Yorkshire Premier Meat,WF9 3NR,BOX027/102/YPO/1000G/960P,31.25,33600,53.5917693,-1.3072349
